ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
1,91110,117445,119062,119091,118535,117905,117906,290919,117908
0,74555,29134,117961,118300,123719,118321,117906,290919,118322
1,23096,3136,117961,118343,118856,118451,130134,118453,118454
1,23194,5659,117961,118300,124725,118784,118785,290919,118786
1,4605,174,117961,118413,121639,118777,279443,308574,118779
1,27729,3281,117961,118225,275600,119093,120324,119095,119096
1,23096,820,117961,118300,123719,118777,279443,308574,118779
1,4675,5909,117961,118446,16232,118784,121873,290919,118786
1,25287,18213,117961,118386,125016,118451,126309,118453,118454
1,5173,5201,117961,118343,118979,307024,159672,118331,118332
1,3719,3077,117961,118300,120312,124194,155644,118363,124196
1,14914,49655,117961,118446,122550,122551,117906,118762,122552
1,42085,18010,117876,117877,117878,118568,146303,19721,118570
1,23096,70274,119062,119091,118042,118563,118563,270488,118565
1,76880,1605,117961,118327,128935,118396,235280,118398,118399
1,18072,15627,117961,119256,119257,280788,280788,292795,119082
1,39138,17465,91261,118026,118202,118203,118204,118205,118206
0,52683,70479,118953,118954,117941,117879,117886,19721,117880
0,74629,2373,117961,117962,118501,118536,204307,308574,118539
1,40848,1249,117961,117962,118910,117905,240983,290919,117908
1,80208,7445,117961,118343,122299,118054,305057,117887,118055
1,25965,13782,117961,118343,118395,120647,311441,118398,120649
1,34005,51007,117961,118413,120526,118321,117906,290919,118322
1,4675,196,117961,118413,121639,128230,302830,4673,128231
1,14570,50396,117975,117976,117884,118568,119907,19721,118570
1,42093,818,117961,118300,123719,118784,240983,290919,118786
1,34628,16569,117961,118327,120559,120988,304465,118643,120989
1,73145,2608,118752,119070,117945,118274,118806,292795,118276
1,39421,53255,120864,120865,120551,118777,191629,308574,118779
1,25993,4865,117961,118343,121710,118422,300136,118424,118425
1,36961,7679,118573,118574,117945,259173,127423,292795,118943
1,79543,70664,118315,118463,118404,119172,127671,118467,119174
1,18072,7344,117961,118225,120663,123045,123046,120518,123047
1,34562,1080,117961,118327,118378,118451,151171,118453,118454
1,75834,5234,117961,118343,118660,119433,133686,118424,119435
1,19484,14552,118219,118220,118008,117885,117913,117887,117888
1,32264,65834,117983,117984,117878,118568,292195,19721,118570
1,75834,118619,117961,118343,118514,117905,117906,290919,117908
1,18897,18900,117978,117979,117920,124313,124314,120134,124315
1,75901,5323,117961,118343,119598,307024,132719,118331,118332
1,33054,2582,117961,118343,121710,118826,236735,118424,118828
1,41932,5163,118290,118291,118597,120344,149688,118424,120346
1,99954,5524,117961,118343,118514,118784,121556,290919,118786
1,20351,8686,117961,118327,119830,118054,118054,117887,118055
0,78565,17223,117961,118225,120535,118396,233714,118398,118399
1,34577,44024,117961,117962,122215,119849,128470,118638,119851
1,278393,5656,117961,118300,119362,119849,282370,118638,119851
1,80208,23225,117961,118300,119984,120647,311441,118398,120649
1,25890,44012,117961,117962,119223,123670,139296,121916,123672
1,78023,70024,117890,118102,117878,117885,118103,117887,117888
1,80368,5140,119062,119091,121710,118321,117906,290919,118322
1,16191,32457,117961,118327,118320,118641,123881,118643,118644
1,37981,27898,118106,118107,117941,117879,117886,19721,117880
1,74367,13414,117876,117877,118810,118811,128802,19793,118813
1,74390,3281,117961,118225,119238,122849,120324,119095,122850
1,3264,1541,117961,118225,123173,120812,123174,118638,120814
1,15023,5196,117961,118052,121949,118207,127292,270488,118209
1,28149,7411,117961,118386,118746,118747,130134,118453,118749
1,23736,3417,118169,118170,118042,118054,119008,117887,118055
1,115192,6071,117961,118413,122007,118321,117906,290919,118322
1,17308,22524,119596,119597,119136,119137,254340,118474,119139
1,1937,2034,117961,118052,118328,299559,259703,118205,163732
1,31748,26320,117961,118327,118391,118321,117906,290919,118322
1,75658,6453,125714,125715,118910,117905,117906,290919,117908
1,26944,50806,117961,118446,119064,118259,287351,290919,118261
0,44861,22854,117902,118041,131461,119778,174194,19721,119779
1,78850,1080,117961,118327,118933,118841,128747,118643,118843
1,4675,8164,117961,118327,120685,118841,166363,118643,118843
1,6502,51494,118074,23779,117884,117885,117913,117887,117888
1,4675,5987,192441,141176,16232,118321,117906,290919,118322
1,45653,17835,117961,118225,118403,128230,302830,4673,128231
1,80982,7265,117961,118343,119598,120773,123107,118960,120774
1,16191,6220,117961,118327,121645,118777,279443,308574,118779
1,80719,16850,117961,118225,119092,120591,120592,119095,120593
1,80904,36010,117893,117894,117895,117879,117897,19721,117880
1,4675,28225,118315,118316,123656,120690,130887,290919,120692
1,36050,20949,118315,118316,123656,118318,180629,118205,118319
1,23734,16973,117961,118300,124942,117905,117906,290919,117908
1,23990,96492,119062,119091,128935,120647,129274,118398,120649
1,81096,2983,117961,118343,118700,117905,117906,290919,117908
1,15710,4642,117961,118225,120551,118321,117906,290919,118322
1,38860,15618,118256,118257,117945,280788,280788,292795,119082
1,1003,7554,117961,118300,121176,118685,120316,308574,118687
0,15668,72209,117961,118225,124948,118451,130134,118453,118454
1,17308,15542,117961,118300,118395,118396,300044,118398,118399
1,838,7647,117961,118300,119181,118321,117906,290919,118322
1,16524,17669,117961,118446,118514,117905,128804,290919,117908
1,6449,25607,117961,118343,118856,118784,118785,290919,118786
0,79549,7583,118990,118991,118992,118321,117906,290919,118322
1,917,15412,117961,118343,127705,119849,170027,118638,119851
1,73756,5730,117961,118446,118631,120578,120579,118762,120580
1,14570,13031,5110,117954,117895,118568,157237,19721,118570
1,4605,1443,117961,118343,120722,118784,117906,290919,118786
1,73798,4757,118212,118213,118458,119849,290535,118638,119851
1,40997,8430,117961,118225,118403,117905,117906,290919,117908
1,15675,19622,117961,118225,118403,120690,127922,290919,120692
1,26831,2685,122880,122974,117945,117946,149467,292795,117948
1,25993,22871,118219,118220,118008,117899,117897,19721,117900
1,6449,174960,118658,125100,118856,117905,125684,290919,117908
1,25057,15435,117961,118343,122299,119949,121350,290919,119951
1,28943,2034,117961,118052,118328,299559,259703,118205,163732
0,41432,6029,118216,118217,118810,134067,305581,19793,134069
1,971,49535,117961,118343,118833,118834,127160,118424,118836
1,21710,6997,117961,118343,149210,118321,117906,290919,118322
1,4675,1450,117961,118300,118437,119962,168365,118205,119964
1,28149,71203,117961,118386,118522,118321,117906,290919,118322
0,39264,51791,117961,119256,119257,118995,118806,292795,118997
1,3853,53193,117961,118343,118395,120647,120647,118398,120649
1,39262,17290,117961,118386,118522,118321,117906,290919,118322
1,15716,57718,117961,119256,119257,117946,118806,292795,117948
1,28418,783,117961,118413,277693,128230,302830,4673,128231
1,23096,7547,117961,118327,118933,118321,117906,290919,118322
1,20293,48746,117926,117927,117941,117879,117886,19721,117880
1,109972,2610,117961,118327,121979,117905,240983,290919,117908
1,78085,54606,118090,118091,131868,119192,139264,119184,119194
1,23921,4847,118290,118291,120144,118293,224680,118295,118296
1,16636,221,117961,118413,120370,118321,118448,290919,118322
1,37611,2144,118582,120216,117878,119192,135350,119184,119194
1,36544,1549,118084,118085,117884,117879,117886,19721,117880
1,18072,15824,117961,118225,120323,122849,120324,119095,122850
1,20351,2071,117961,117962,118501,118502,118503,118504,118505
1,40862,34612,117961,118327,118320,118321,117906,290919,118322
1,44641,3645,117961,118300,118631,124576,124577,118424,124578
1,34924,28590,117961,118327,120685,117905,240983,290919,117908
1,84689,59402,117961,118052,120096,133306,135146,118205,133308
1,6977,49823,117961,118300,127168,118321,240983,290919,118322
1,77659,79403,117983,117984,117878,117879,117913,19721,117880
1,80844,669,117961,118343,120722,118321,117906,290919,118322
1,99482,7278,91261,118026,118202,117905,117906,290919,117908
1,3853,17713,117961,118225,122273,118321,117906,290919,118322
1,59225,2610,117961,118327,121979,118321,117906,290919,118322
1,36480,4482,118169,118170,118171,118172,118173,249618,118175
1,73056,50690,118269,118270,117878,117879,117879,19721,117880
1,80642,5300,119301,119302,119303,119928,189099,118331,119929
1,39333,205,117961,118386,118746,117905,117906,290919,117908
1,80899,17225,117961,118300,19772,138019,187788,120518,138021
1,27082,59748,117961,118386,121961,118784,117906,290919,118786
1,26411,94495,5110,117954,117895,117885,117955,117887,117888
1,85528,4452,117961,118052,120671,117905,240983,290919,117908
1,42416,53255,120864,120865,124449,118636,175255,118638,118639
1,15365,5659,117961,118300,124725,117905,117906,290919,117908
1,43545,94240,91261,118026,119507,118321,117906,290919,118322
1,25231,234958,118290,118291,125872,120344,281790,118424,120346
1,25993,19830,119062,119091,123125,118321,117906,290919,118322
1,5676,2229,117961,118300,118450,119192,132731,119184,119194
1,25993,23200,117961,118343,123125,118784,117906,290919,118786
1,80880,2270,117961,118413,277693,120773,118959,118960,120774
1,35940,16855,117961,118225,119092,122849,120324,119095,122850
1,1937,3688,120883,120884,118378,119192,300603,119184,119194
1,5606,13278,118219,118220,118221,117885,117886,117887,117888
1,74754,51780,118555,118178,119107,118995,241251,292795,118997
1,18418,4729,117961,118300,125821,118054,118443,117887,118055
1,19310,15386,5110,117954,117895,117879,118250,19721,117880
1,39883,60790,117961,118052,118867,118523,311622,118331,118525
1,21376,4734,118887,118888,118825,120344,158101,118424,120346
1,4675,2931,117961,118343,118700,118321,117906,290919,118322
1,28294,53193,117961,118343,118395,123737,118959,118960,123738
1,35540,50553,118079,118080,117878,117879,121386,19721,117880
1,59761,56022,118163,118164,117878,179731,132993,117887,117973
1,75834,8715,117961,118052,119986,118321,117906,290919,118322
1,43274,5496,91261,118026,118202,118321,117906,290919,118322
1,74902,7553,117961,118225,118403,118321,117906,290919,118322
1,19989,4945,117961,118300,118360,119849,148676,118638,119851
1,80576,5547,117902,118041,117945,280788,270820,292795,119082
1,15064,32457,117961,118327,118320,118054,118054,117887,118055
1,23842,7388,117961,118225,118616,118318,168365,118205,118319
1,203,8026,117961,118386,123656,119962,147416,118205,119964
1,91683,196,117961,118413,121639,118451,130134,118453,118454
0,34433,4626,117961,118052,119972,118784,117906,290919,118786
1,4605,22835,117961,117969,19666,118396,236551,118398,118399
1,15868,85475,117961,118300,120410,118784,117906,290919,118786
1,5502,5537,117961,118413,120370,117905,117906,290919,117908
1,278393,61062,117961,118446,120368,119849,219966,118638,119851
1,45143,17451,117961,118052,126137,126138,252926,124136,126140
1,14570,1999,118084,118085,131868,128093,139264,119184,128095
1,39631,51781,119280,119281,118623,118995,136748,292795,118997
1,74016,15516,117961,118052,120304,118702,132675,118704,118705
1,23702,7530,117961,118343,118514,132671,132672,290919,132673
1,19823,174,117961,118413,121639,118321,240983,290919,118322
1,74588,16802,117961,118225,120535,127589,311867,118478,127590
1,24016,54268,118752,119070,118754,280788,280788,292795,119082
1,79092,4953,117961,118343,120126,120497,223125,118424,120499
1,41497,6871,117978,117979,117920,117879,117886,19721,117880
0,6977,51172,117961,118225,120551,120690,120691,290919,120692
1,34580,1448,117902,117903,120722,117905,117906,290919,117908
1,16174,3224,117961,118225,120551,122551,295130,118762,122552
1,80900,5540,117961,118300,123472,118321,117906,290919,118322
1,97536,20126,117961,118386,120677,122067,206347,118424,122069
1,5112,5122,117961,118300,118631,118422,153195,118424,118425
1,22680,169,117961,118413,121639,118321,117906,290919,118322
1,79299,7824,119280,119281,118623,118995,136748,292795,118997
1,25993,52736,119596,119597,118911,120789,171744,118424,120791
1,7678,46661,118256,118257,117945,118995,118806,292795,118997
1,75639,41783,118315,118463,119214,119172,127671,118467,119174
1,32270,5186,118887,118888,124656,118912,309291,118424,118914
1,33248,49425,117961,118343,119598,119433,133686,118424,119435
1,25993,4998,117961,118343,119598,119928,310608,118331,119929
1,27124,74746,117961,118327,118933,118784,147114,290919,118786
1,20299,46827,117929,117930,117941,118568,142433,19721,118570
1,20222,15621,117961,119256,120943,126684,126684,292795,126685
1,16145,2890,120864,120865,118437,118636,279443,118638,118639
1,29710,718,117961,118300,119181,118641,153273,118643,118644
1,16639,5101,117961,118300,127849,118826,236735,118424,118828
1,78405,70243,117961,118327,118492,118451,125738,118453,118454
1,28634,67326,117910,117911,117912,118568,198040,19721,118570
1,7677,22800,117961,118343,119796,118636,185784,118638,118639
1,33054,49566,118595,118596,119993,117905,117906,290919,117908
1,75078,4438,117961,118386,121668,118777,279443,308574,118779
1,25098,2371,117961,117962,118501,118502,308462,118504,118505
1,4675,4533,117961,118343,118700,118784,117906,290919,118786
1,80131,29134,117961,118300,123719,118321,117906,290919,118322
0,38962,15779,117961,118300,19772,118321,117906,290919,118322
1,38632,7651,117961,118386,118746,118321,117906,290919,118322
1,17308,798,118752,119070,119121,117946,124151,292795,117948
1,81058,23280,117961,117969,6725,126264,251186,6725,126266
1,40216,8508,119402,119403,117895,117879,117897,19721,117880
1,36816,58458,117926,118266,117941,118568,281735,19721,118570
1,79092,5249,117961,118386,123144,118396,269406,118398,118399
1,35381,15918,117961,118327,118320,118784,160991,290919,118786
1,75834,78094,118212,119763,119362,119363,119765,118667,119365
1,86180,5093,117961,118446,124170,118396,233714,118398,118399
1,20297,67268,117882,117883,117884,117885,117886,117887,117888
1,1098,6993,117961,118343,118514,117905,117906,290919,117908
1,32642,58881,118256,118257,117945,126684,280788,292795,126685
1,20292,58458,117926,118266,117884,117885,117913,117887,117888
1,37943,25772,118006,118007,117941,117885,117886,117887,117888
1,23842,4199,117961,118225,118403,118321,117906,290919,118322
1,4675,17091,117961,118225,118403,132671,121873,290919,132673
1,31441,2270,117961,118413,277693,118685,279443,308574,118687
1,4675,8674,117961,118327,120318,120690,127922,290919,120692
1,16214,7021,117961,118300,118783,118784,287626,290919,118786
1,42376,4135,117890,118102,117878,117879,117879,19721,117880
0,17226,4100,118290,118291,120291,119928,278266,118331,119929
1,39324,42034,117961,118386,118522,118784,147114,290919,118786
1,80764,17223,117961,118225,120535,123067,269406,118398,123068
1,80552,806,117961,118300,123719,117905,172635,290919,117908
1,80853,2291,117961,118225,120663,118777,279443,308574,118779
1,28902,20170,117961,118413,120526,130857,279443,308574,130858
1,40997,15406,117961,118225,118403,119351,257510,3130,119353
1,3847,249,117961,118225,118403,117905,117906,290919,117908
1,17308,17227,117961,118343,123476,118980,301534,118295,118982
1,25738,16973,117961,118300,124942,118321,117906,290919,118322
1,21761,55941,117961,118327,122109,117905,117906,290919,117908
1,75078,8150,117961,118386,119954,119962,168365,118205,119964
1,25993,4718,121785,121786,120317,118321,117906,290919,118322
1,80905,7339,117961,118300,118360,118361,118362,118363,118364
1,20897,130164,117961,118225,129617,120628,278014,118131,120629
1,79168,25396,118602,118603,118008,117885,119621,117887,117888
1,25287,3889,117961,118386,121883,117905,117906,290919,117908
1,20292,16049,117926,118124,81476,297560,171722,249618,119817
1,33001,4478,117961,118386,118746,117905,240983,290919,117908
1,34950,7133,117961,118327,118320,118321,117906,290919,118322
1,80762,7525,117961,118225,120551,117905,240983,290919,117908
1,33147,1271,117961,118327,118507,118863,127778,118398,118865
1,75815,27619,117961,118413,118414,117905,117906,290919,117908
1,45828,61948,118163,118164,117878,119192,123881,119184,119194
1,78841,795,117961,118225,120551,118321,240983,290919,118322
1,27583,7491,117961,118300,119181,118784,118785,290919,118786
1,73493,3486,118752,119070,118042,118563,171750,270488,118565
1,39631,1723,117961,119256,120943,118995,118806,292795,118997
1,44722,50040,117961,118327,118391,117905,117906,290919,117908
1,39883,17561,91261,118026,118202,118278,151426,290919,118279
1,44812,1510,120140,120141,4674,117905,117906,290919,117908
1,22281,20543,118169,118170,118556,117946,125711,292795,117948
0,44976,7708,118555,118178,117945,117946,119114,292795,117948
1,35526,3936,117943,117944,117945,280788,177795,292795,119082
1,79950,7072,117961,117962,118352,117905,117906,290919,117908
1,4675,44062,117961,117962,118910,118321,118448,290919,118322
1,4675,5919,117961,118446,16232,117905,117906,290919,117908
1,40288,4571,117961,118225,119924,118685,279443,308574,118687
1,80313,5511,117961,118386,119954,117905,172635,290919,117908
1,16172,86857,117902,118041,118556,118274,118806,292795,118276
1,40962,56058,118212,118213,118458,118912,309291,118424,118914
1,28109,58849,117961,118327,118492,118747,125738,118453,118749
1,41431,7490,118349,118350,122672,130857,125539,308574,130858
1,73145,16046,117961,117962,120677,126078,126079,118424,126080
1,75901,50015,117961,118343,119598,120344,310997,118424,120346
1,64721,28976,5110,117954,117895,117879,118250,19721,117880
1,26971,221,117961,118413,120370,118321,117906,290919,118322
1,78580,26042,122532,123330,118317,139965,207648,119695,139967
1,68726,2409,117961,117962,117904,119949,230830,290919,119951
1,31825,3085,117961,118300,125821,119849,154949,118638,119851
1,45904,139593,118169,118170,119781,130479,213762,119784,130481
1,80841,94005,117902,118041,119238,119093,138522,119095,119096
1,80985,53265,117961,118300,120059,118054,118054,117887,118055
1,74754,15886,117961,118052,120356,122067,237245,118424,122069
1,80501,19760,117961,117962,118352,118321,117906,290919,118322
1,75078,13876,117961,118386,118404,118685,120316,308574,118687
1,23921,4715,117961,118300,125872,118422,249904,118424,118425
0,45192,54618,117961,118052,118992,118321,117906,290919,118322
1,4675,7408,117961,117962,118352,118321,240983,290919,118322
1,39628,17598,117961,118300,118631,307024,132719,118331,118332
1,4675,17091,117961,118225,118403,118054,118054,117887,118055
1,75787,7679,118573,118574,135245,259173,126238,292795,118943
1,74174,71401,91261,118026,118202,117905,117906,290919,117908
1,75940,7424,5110,117954,122672,118777,306530,308574,118779
1,38719,72580,118079,118080,117878,117879,118177,19721,117880
0,43085,51196,117961,118343,118911,118912,284092,118424,118914
1,79324,46526,117961,118300,119984,123067,269406,118398,123068
1,38237,51149,117890,118102,117878,117899,117879,19721,117900
1,17308,17326,117961,118386,118746,133306,135146,118205,133308
1,74754,7389,117961,118386,118746,118747,239652,118453,118749
1,3853,49440,117961,118300,118631,118422,142573,118424,118425
0,19712,18096,118256,118257,118623,118995,286106,292795,118997
1,77993,7346,117961,118343,123125,118777,279443,308574,118779
1,78122,7490,118349,118350,122672,130857,125539,308574,130858
1,78851,1938,117961,118300,118066,120988,134839,118643,120989
1,19998,1541,117961,118225,123173,119093,123174,119095,119096
1,14960,27887,118084,118085,117884,117885,117913,117887,117888
1,37732,6861,117978,117979,117912,118568,146968,19721,118570
1,4675,4023,117961,118446,119064,117905,240983,290919,117908
1,79092,48938,118169,118170,119781,118043,224182,270488,118046
1,5906,6007,117961,118446,16232,120418,249618,249618,120419
1,92935,17561,91261,118026,118202,118259,118260,290919,118261
1,79934,148913,118212,118213,118921,118890,305057,118398,118892
1,311954,1482,117961,117962,118840,118841,123378,118643,118843
1,969,5739,117961,118446,118684,127108,235721,118667,127110
0,80591,18044,117961,118386,118522,118321,117906,290919,118322
1,75834,7285,117961,118225,118403,120611,221283,249618,120613
1,77295,2062,117961,118327,119830,118784,117906,290919,118786
1,31220,1325,117961,117962,118910,117905,117906,290919,117908
1,41314,4361,118573,118574,117945,118995,169886,292795,118997
1,30999,17852,117961,118446,119969,123082,126470,19793,123084
1,37552,1755,117961,117962,119223,125793,137422,118643,125795
1,33054,5021,117961,118300,118458,118293,118302,118295,118296
1,3052,3053,117961,118225,120663,121594,131163,4673,121596
1,31929,27818,117916,117917,117884,117879,117886,19721,117880
1,94136,1409,117961,118300,120722,118958,118959,118960,118961
1,41414,50495,117910,117911,117941,118568,142278,19721,118570
1,25231,4716,118290,118291,120026,120344,165069,118424,120346
1,38717,19986,117961,118225,118403,120773,136187,118960,120774
1,91797,7560,117961,118343,119181,118321,117906,290919,118322
1,75834,25293,117961,118386,128823,117905,240983,290919,117908
1,80999,17598,117961,118300,118631,135809,176829,118331,135811
1,28149,74910,91261,118026,118317,118259,118260,290919,118261
1,34797,69337,120140,120141,118492,118274,220988,292795,118276
1,39720,48801,117926,118266,117941,117879,117886,19721,117880
1,45955,32457,117961,118327,118320,118321,117906,290919,118322
1,52365,8156,117902,117903,134257,117905,118036,290919,117908
1,79121,820,117961,118300,123719,118321,149826,290919,118322
1,79092,1483,117961,117962,118840,124886,124887,118643,124888
1,32270,46462,118290,118291,119837,120344,142386,118424,120346
1,75078,7971,117961,118386,119954,118259,155654,290919,118261
1,31654,19760,117961,117962,118352,117905,240983,290919,117908
1,917,2908,117961,118343,118979,120344,129564,118424,120346
1,30829,2710,118290,118291,120823,118396,308262,118398,118399
1,5502,4370,117961,118343,118514,118321,117906,290919,118322
1,18394,5652,117961,118300,28618,117905,117906,290919,117908
1,79722,13304,117961,118327,123757,118636,128696,118638,118639
1,15715,17930,117961,118446,119969,118811,120605,19793,118813
1,25304,18213,117961,118386,118692,118451,200947,118453,118454
1,23987,5043,117961,118300,118458,120006,310997,118424,120008
1,28340,13840,117993,117994,117895,117896,117913,117887,117898
1,25570,6993,117961,118343,118514,117905,117906,290919,117908
1,25993,8234,117961,118300,118783,118321,117906,290919,118322
1,81517,70078,91261,118026,118063,128422,128423,118453,128424
0,45904,4403,118315,118316,129128,119849,126747,118638,119851
1,7232,7016,117961,118300,119181,117905,117906,290919,117908
1,77203,46472,117961,119256,119257,117946,118806,292795,117948
1,35197,16643,119134,119135,118701,118702,284481,118704,118705
1,20364,5225,117961,118343,118458,120006,311622,118424,120008
1,80547,4564,118212,118213,121405,117905,117906,290919,117908
1,80977,2942,117961,118343,118700,117905,117906,290919,117908
0,31441,29575,117961,117969,120574,119976,148648,19793,119978
1,34964,29643,118953,118954,117920,118568,131694,19721,118570
1,27314,2270,117961,118413,120584,120773,118959,118960,120774
1,391,22356,117926,118266,117920,118568,122142,19721,118570
0,710,858,117961,118327,118529,118777,279443,308574,118779
1,3853,4438,117961,118386,121668,118777,279443,308574,118779
0,32642,55643,118256,118257,117945,118995,118806,292795,118997
1,27287,56112,120140,120141,118492,118451,125738,118453,118454
1,80208,3724,117961,118300,120059,123670,305057,121916,123672
1,34985,5235,120864,121013,121961,125171,174005,118424,125173
1,38,20818,119062,119063,124211,117905,117906,290919,117908
1,75052,7389,117961,118386,118746,118451,152307,118453,118454
1,1003,1550,117961,118225,123173,118054,120514,117887,118055
1,26808,1080,117961,118327,118378,120952,120953,118453,120954
1,78897,852,117961,117962,122215,118958,118959,118960,118961
1,19998,20900,118752,119070,119136,119137,226134,118474,119139
1,1020,17326,117961,118386,118746,118278,287351,290919,118279
1,78713,82459,117961,118386,118522,118784,124874,290919,118786
1,102228,2299,117961,117962,119223,120516,146694,120518,120519
1,75834,101834,119134,119135,118042,118207,200069,270488,118209
0,79361,19829,117961,118386,118896,118784,121873,290919,118786
1,15064,129593,117961,117969,117970,179731,159059,117887,117973
1,43386,97596,118887,118888,118437,120313,228137,118424,120315
1,35002,16046,117961,117962,120677,122067,126079,118424,122069
1,34026,2938,117961,118413,122007,118321,118448,290919,118322
1,35524,2069,121518,121519,117878,119192,186208,119184,119194
1,16191,34612,117961,118327,118320,118321,117906,290919,118322
1,6059,14855,117961,118300,123719,118451,153802,118453,118454
1,41111,7445,117961,118343,122299,118054,121350,117887,118055
1,33411,6124,117961,118343,6104,117905,117906,290919,117908
1,32270,4175,117961,118343,119598,120497,133686,118424,120499
1,45118,4659,117961,118225,120663,118321,117906,290919,118322
1,19962,4511,117961,118300,119181,117905,240983,290919,117908
1,87831,5524,117961,118343,118514,117905,240983,290919,117908
1,3853,15389,117961,118225,122870,119928,129017,118331,119929
1,15369,21658,117980,118076,118810,120033,275613,19793,120035
1,18072,2456,118752,118753,120995,117946,118806,292795,117948
1,14914,6191,117961,118300,120297,118784,120474,290919,118786
1,728,127738,117961,118225,118403,120952,130134,118453,120954
1,42929,6890,117961,118446,120317,118321,117906,290919,118322
1,26360,4993,117961,118343,118979,118912,309291,118424,118914
1,28074,51058,117902,117903,134257,119962,168365,118205,119964
1,78583,50952,117961,118327,118929,118784,117906,290919,118786
1,24912,27,117961,118413,120370,118321,117906,290919,118322
1,29570,17196,120864,121013,124266,118422,300136,118424,118425
1,71226,71189,117961,118386,121883,119962,168365,118205,119964
1,35897,50538,118953,118954,117920,118568,131694,19721,118570
1,23972,13798,117961,118446,123858,122645,234301,119221,122647
0,75216,38902,118256,118257,117945,118995,118806,292795,118997
1,78532,1530,117961,118300,119984,118890,311441,118398,118892
1,36237,3120,117961,118300,120312,120313,120314,118424,120315
1,32588,743,117961,118343,120722,118784,117906,290919,118786
1,15030,4576,117961,118327,118391,123045,123107,120518,123047
1,42006,52734,118290,118291,118660,118293,118294,118295,118296
1,78591,50121,117893,117894,117895,117879,117897,19721,117880
1,19722,7647,117961,118300,119181,118784,117906,290919,118786
1,28315,48938,118169,118170,118042,118043,297838,270488,118046
1,20347,1605,117961,118327,128935,149337,205238,118398,149339
1,20305,58493,117918,117919,117941,118568,131694,19721,118570
1,25993,17264,117961,118300,118825,118459,251992,249618,118461
1,31854,5905,117929,117930,117920,119323,123932,19793,119325
1,7543,7377,117961,118225,119924,118777,119925,308574,118779
1,77500,7424,5110,117954,117878,133111,306530,118870,133113
1,31661,71899,118990,118991,118992,135123,292871,120302,135125
1,87825,27147,117961,118343,122299,119949,121350,290919,119951
1,55932,17669,117961,118300,118514,118321,240983,290919,118322
1,35969,20648,118219,118220,117941,118568,268194,19721,118570
1,25285,51761,117961,118413,120370,117905,117906,290919,117908
1,86290,32457,117961,118327,118320,118321,117906,290919,118322
1,15815,4583,117961,118413,120370,118784,240983,290919,118786
1,79889,17514,117961,118343,121747,118321,117906,290919,118322
1,44797,3634,119596,119597,121108,118728,252267,118295,118730
1,42085,537,117926,118124,117884,117885,117913,117887,117888
1,74302,50267,118742,118743,117878,128093,128322,119184,128095
1,79299,3234,119280,119281,118623,118995,136748,292795,118997
1,14849,4659,117961,118225,120663,118321,117906,290919,118322
1,15910,3242,117961,118343,118514,118321,240983,290919,118322
1,41695,14731,117961,118446,118447,118784,213944,290919,118786
1,79969,4403,118315,118316,129128,118636,126747,118638,118639
1,41410,30441,118582,120216,118360,247659,310330,19721,247660
1,6195,3053,117961,118225,120663,124886,132017,118643,124888
1,75834,49655,117961,118446,122550,118321,117906,290919,118322
1,19484,13262,118219,118220,118221,117879,117897,19721,117880
1,31920,15967,117961,118300,124942,118784,117906,290919,118786
1,34871,8150,117961,118386,119954,118318,168365,118205,118319
1,7678,15541,118573,118574,118556,280788,127423,292795,119082
0,80367,54618,117961,118052,118992,118321,117906,290919,118322
1,32642,15644,118752,118753,118623,280788,193644,292795,119082
1,72137,7424,5110,117954,122672,118777,306530,308574,118779
1,20222,15581,118256,118257,117945,117946,119235,292795,117948
0,25993,806,117961,118300,123719,117905,117906,290919,117908
1,80232,30533,91261,118026,119507,123648,123107,120518,123650
1,25513,48101,117918,117919,117941,118568,131694,19721,118570
1,34924,5412,117961,118327,118391,118685,279443,308574,118687
1,25993,798,118752,119070,119121,117946,124151,292795,117948
1,15357,1088,117961,118327,119830,118054,118054,117887,118055
0,25231,15389,117961,118225,122870,124886,128018,118643,124888
1,23089,215806,118315,118316,123656,118321,211648,290919,118322
1,23921,3623,117961,118343,121747,307024,306404,118331,118332
1,15064,17904,117961,118386,125004,118811,141469,19793,118813
1,5452,25,117961,117962,122224,118321,117906,290919,118322
1,35376,8415,117961,118052,118881,117905,117906,290919,117908
1,31661,4084,117961,118052,118992,118321,240983,290919,118322
1,4675,32457,117961,118327,118320,118641,123881,118643,118644
1,5334,1398,117961,118300,120722,118321,118448,290919,118322
1,45036,5288,119596,119597,149666,120357,149667,118424,120359
1,42323,4583,117961,118413,120370,118777,232825,308574,118779
1,28315,3471,118169,118170,118042,118054,133571,117887,118055
1,80591,15383,117961,118343,127168,118396,300044,118398,118399
1,36498,46462,118290,118291,119837,120344,142386,118424,120346
1,39330,3889,117961,118386,121668,122551,140840,118762,122552
1,78972,116406,117961,117962,120677,120357,236375,118424,120359
1,95384,30533,91261,118026,119507,123045,123107,120518,123047
1,27323,16850,117961,118225,119092,119093,120324,119095,119096
1,38725,59575,117916,118150,117920,118568,122142,19721,118570
1,18418,25631,117961,118343,120291,118422,144350,118424,118425
1,16164,7460,117961,118300,118783,118784,147114,290919,118786
